epoch,accuracy,loss,val_accuracy,val_loss
0,0.36894547939300537,1.3251749277114868,0.46109509468078613,1.2848221063613892
1,0.6352062225341797,0.9943588376045227,0.6340057849884033,0.9709356427192688
2,0.7910323739051819,0.5991276502609253,0.6945244669914246,0.8061693906784058
3,0.8494325876235962,0.41321808099746704,0.6887608170509338,0.7839242815971375
4,0.8831995725631714,0.3259231746196747,0.6916426420211792,0.8173867464065552
5,0.9161361455917358,0.2613949179649353,0.7002881765365601,0.892225444316864
6,0.9266537427902222,0.21338318288326263,0.6916426420211792,0.9435330629348755
7,0.9413229823112488,0.18104147911071777,0.6916426420211792,0.981799840927124
8,0.947965681552887,0.1546584814786911,0.6772334575653076,1.0676820278167725
9,0.9618045687675476,0.1324867159128189,0.6570605039596558,1.143994688987732
10,0.9673401713371277,0.12127455323934555,0.6772334575653076,1.154121994972229
11,0.9676169157028198,0.10585985332727432,0.6628242135047913,1.1935300827026367
12,0.973429262638092,0.09293072670698166,0.6628242135047913,1.2821073532104492
13,0.971491813659668,0.09280014783143997,0.6714697480201721,1.295067310333252
14,0.9723221659660339,0.083992600440979,0.6829971075057983,1.345096468925476
15,0.975089967250824,0.08215419948101044,0.6829971075057983,1.3801013231277466
16,0.975089967250824,0.07374081015586853,0.6829971075057983,1.4098730087280273
17,0.975089967250824,0.07799766957759857,0.6657060384750366,1.4137969017028809
18,0.9759202599525452,0.07032936811447144,0.6772334575653076,1.471781849861145
19,0.977027416229248,0.06984463334083557,0.6541786789894104,1.4988969564437866
20,0.977027416229248,0.06848335266113281,0.651296854019165,1.5065876245498657
21,0.9759202599525452,0.06494619697332382,0.6743515729904175,1.5346134901046753
22,0.976473867893219,0.05868818983435631,0.6657060384750366,1.6058810949325562
23,0.9786880612373352,0.06526997685432434,0.6657060384750366,1.6023492813110352
24,0.9761970639228821,0.0595950148999691,0.6714697480201721,1.6378718614578247
